universityName,cityName,countryName
Harvard University,Cambridge,United States
Marqueurs Pronostiques et Facteurs de Regulation des Pathologies Cardiaques et Vasculaires,Besancon,France
Sungkyunkwan University,Seoul,South Korea
"i3S - Instituto de Investigação e Inovação em Saúde, Universidade do Porto, Portugal",Porto,Portugal
Kaunas University of Medicine,Kaunas,Lithuania
Hangzhou Medical College,Hangzhou,China
Hopital Louis Pradel,Lyon,France
Schepens Eye Research Institute,Boston,United States
The Wistar Institute,Philadelphia,United States
Korea Institute of Oriental Medicine,Daejeon,South Korea
Brawijaya University,Malang,Indonesia
Shri Dharmasthala Manjunatheshwara College of Ayurveda and Hospital,Hassan,India
Nanjing University,Nanjing,China
Brigham and Women's Hospital,Boston,United States
Qilu Hospital of Shandong University,Jinan,China
National Institute of Laser Enhanced Sciences,Giza,Egypt
Duke-NUS Medical School,Singapore City,Singapore
Helsingin Yliopisto,Helsinki,Finland
Changi General Hospital,Singapore City,Singapore
University of Arizona College of Medicine – Tucson,Tucson,United States
Peking University International Hospital,Beijing,China
Universitat Politècnica de València,Valencia,Spain
Damascus University,Damascus,Syrian Arab Republic
Arak University,Arak,Iran
Erasmus School of Social and Behavioural Sciences,Rotterdam,Netherlands
Yonsei University Mirae Campus,Wonju,South Korea
Royal College of Surgeons in Ireland,Dublin,Ireland
Resolve to Save Lives,New York,United States
National Institute of Allergy and Infectious Diseases (NIAID),Bethesda,United States
University of Montreal,Montreal,Canada
Hacettepe Üniversitesi,Ankara,Turkey
Independent Researcher,Kolkata,India
Shanghai University of Traditional Chinese Medicine,Shanghai,China
Shaheed Rajaie Cardiovascular Medical and Research Center,Tehran,Iran
Instituto de Investigación Sanitaria de la Fundación Jiménez Díaz,Madrid,Spain
Universitat de Barcelona,Barcelona,Spain
Mutah University,Karak,Jordan
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
Central South University,Changsha,China
GHICL Groupe Hospitalier de l'Institut Catholique de Lille,Lille,France
College of Veterinary Medicine,Kharga,Egypt
CERPOP - Centre d'Epidémiologie et de Recherche en Santé des Populations,Toulouse,France
Faculty of Medicine,Cairo,Egypt
Boai Hospital of Zhongshan,Zhongshan,China
Tottori University Faculty of Medicine,Yonago,Japan
Changzhi Medical College,Changzhi,China
"University of Aberdeen School of Medicine, Medical Sciences and Nutrition",Aberdeen,United Kingdom
Stanford Engineering,Stanford,United States
Shanxi Medical University,Taiyuan,China
Stanford University School of Medicine,Stanford,United States
Shandong Sport University,Jinan,China
Academy of Scientific and Innovative Research (AcSIR),Ghaziabad,India
Guangzhou Medical University,Guangzhou,China
Second Xiangya Hospital of Central South University,Changsha,China
Pomeranian Medical University in Szczecin,Szczecin,Poland
Universität Wien,Vienna,Austria
Mammal Research Institute of the Polish Academy of Sciences,Bialowieza,Poland
Henan University of Science and Technology,Luoyang,China
George Mason University,Fairfax,United States
Seoul National University College of Medicine,Seoul,South Korea
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
Hebei University,Baoding,China
Varastegan Institute for Medical Sciences,Mashhad,Iran
Zhejiang Shuren University,Hangzhou,China
Nanjing Medical University,Nanjing,China
International Institute for Population Sciences,Mumbai,India
Università degli Studi di Salerno,Salerno,Italy
Arba Minch University,Arba Minch,Ethiopia
Ruijin Hospital,Shanghai,China
Virginia Polytechnic Institute and State University,Blacksburg,United States
Medical Research Circle (MedReC),Bukavu,Congo
UCSF School of Medicine,San Francisco,United States
Anhui Medical University,Hefei,China
VITAM – Centre de Recherche en Santé Durable,Quebec,Canada
Southern Medical University,Guangzhou,China
Aarhus Universitet,Aarhus,Denmark
Yangzhou University,Yangzhou,China
"Universidad Autónoma de Nuevo Leon, Facultad de Medicina",San Nicolas de los Garza,Mexico
University of Miyazaki Hospital,Miyazaki,Japan
ETH Zürich,Zurich,Switzerland
"Istituto Nazionale Tumori IRCCS - Fondazione G Pascale, Napoli",Naples,Italy
Changzhou Wujin People's Hospital,Changzhou,China
Klinikum der Universität München,Munich,Germany
The Royal Marsden NHS Foundation Trust,London,United Kingdom
Bispebjerg Hospital,Copenhagen,Denmark
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
Ministry of Health Colombo,Colombo,Sri Lanka
Wayne State University School of Medicine,Detroit,United States
Karolinska Institutet,Stockholm,Sweden
Nantong University,Nantong,China
Capital Medical University,Beijing,China
Bahir Dar University,Bahir Dar,Ethiopia
Wuhan Sports University,Wuhan,China
Mettu University,Mettu,Ethiopia
Texas A&amp;M University School of Medicine,Bryan,United States
Sher-I-Kashmir Institute of Medical Sciences,Srinagar,India
Helsinki University Hospital,Helsinki,Finland
TIGEM Telethon Institute of Genetics and Medicine,Naples,Italy
Peking University Shenzhen Hospital,Shenzhen,China
Southern Medical University,Guangzhou,China
"University of Alberta, Faculty of Medicine and Dentistry",Edmonton,Canada
Facoltà di Medicina e Odontoiatria,Rome,Italy
Universitätsklinikum Bonn,Bonn,Germany
The Second Hospital of Tianjin Medical University,Tianjin,China
Zhejiang Chinese Medical University,Hangzhou,China
Fudan University,Shanghai,China
University of Gondar,Gondar,Ethiopia
Universitas Gadjah Mada,Yogyakarta,Indonesia
Leicester General Hospital,Leicester,United Kingdom
University of Rzeszów,Rzeszow,Poland
Fudan University,Shanghai,China
Örnsköldsvik Hospital,Ornskoldsvik,Sweden
Deutsches Rotes Kreuz,Berlin,Germany
Medizinische Fakultät,Koln,Germany
Universitair Ziekenhuis Gent,Ghent,Belgium
Akademia Wychowania Fizycznego im. Jerzego Kukuczki w Katowicach,Katowice,Poland
Keio University School of Medicine,Tokyo,Japan
"Faculty of Medicine, Chiang Mai University",Chaing Mai,Thailand
Fujian Medical University,Fuzhou,China
University of Pittsburgh School of Medicine,Pittsburgh,United States
University of Texas Health Science Center at Houston,Houston,United States
Southern Medical University,Guangzhou,China
Yonsei University,Seoul,South Korea
Stanford Engineering,Stanford,United States
Chinese Academy of Agricultural Sciences,Beijing,China
Universitätsklinikum Ulm,Ulm,Germany
"Shanghai Ninth People's Hospital, Shanghai JiaoTong University School of Medicine",Shanghai,China
"School of Medical Sciences, Universiti Sains Malaysia",Kubang Kerian,Malaysia
Stanford University School of Medicine,Stanford,United States
Moores Cancer Center,La Jolla,United States
Duke University School of Medicine,Durham,United States
UiT Norges Arktiske Universitet,Tromso,Norway
UiT Norges Arktiske Universitet,Tromso,Norway
Nankai University,Tianjin,China
Li Ka Shing Knowledge Institute,Toronto,Canada
Saudi Food &amp; Drug Authority,Riyadh,Saudi Arabia
Sano Centre for Computational Medicine,Krakow,Poland
HagaZiekenhuis,The Hague,Netherlands
Jining Medical University,Jinan,China
University of Pittsburgh School of Medicine,Pittsburgh,United States
"Stem Cells and Regenerative Medicine Innovation Center, Kerman of Medical Sciences",Kerman,Iran
Nanjing University of Traditional Chinese Medicine,Nanjing,China
Université Jean Lorougnon Guédé,Daloa,Cote d'Ivoire
Beijing Sport University,Beijing,China
"Universidad de Murcia, Facultad de Medicina",Murcia,Spain
University of Bern,Bern,Switzerland
Philipps-Universität Marburg,Marburg,Germany
Zhongshan Hospital Affiliated to Xiamen University,Xiamen,China
Mekelle University,Makale,Ethiopia
Centre Hospitalier Universitaire de Rennes,Rennes,France
Ajou University Hospital,Suwon,South Korea
Daneshgahe Shahid Bahonar-e-Kerman,Kerman,Iran
Seoul National University School of Dentistry,Seoul,South Korea
Graduate School of Medicine,Suita,Japan
Dalian Medical University,Dalian,China
School of Nutrition and Food Sciences,Shiraz,Iran
Lishui University,Lishui,China
Zhejiang Chinese Medical University,Hangzhou,China
,,
National Defense Medical Center Taiwan,Taipei,Taiwan
University of Ghana,Accra,Ghana
Stanford University School of Medicine,Stanford,United States
Katolicki Uniwersytet Lubelski Jana Pawła II,Lublin,Poland
First Affiliated Hospital of Zhengzhou University,Zhengzhou,China
"Institutionen för Kliniska Vetenskaper, Malmö",Malmo,Sweden
The First Affiliated Hospital of Chongqing Medical University,Chongqing,China
Ningxia Medical University,Yinchuan,China
Medizinische Universität Wien,Vienna,Austria
American University of Beirut,Beirut,Lebanon
"Faculté des Sciences Dhar El Mahraz, Université Sidi Mohamed Ben Abdellah",Fez,Morocco
"National Institute of Health Research, Harare",Harare,Zimbabwe
Eskişehir Osmangazi Üniversitesi,Eskisehir,Turkey
Tongji Medical College of Huazhong University of Science and Technology,Wuhan,China
Prehospital and Hospital Emergency Research Center,Tehran,Iran
School of Medicine,Xiamen,China
Guangzhou Lab,Guangzhou,China
Penn State College of Medicine,Hershey,United States
Gansu Province People's Hospital,Lanzhou,China
American University of Beirut,Beirut,Lebanon
Mangalore University,Mangalore,India
Helsingin Yliopisto,Helsinki,Finland
Hebei Medical University,Shijiazhuang,China
Shinshu University Faculty of Medicine,Matsumoto,Japan
IRCCS Ospedale Pediatrico Bambino Gesù,Rome,Italy
Biliran Province State University,Naval,Philippines
Nanning Normal University,Nanning,China
UCSF School of Medicine,San Francisco,United States
First Affiliated Hospital of Zhengzhou University,Zhengzhou,China
Debre Markos Referral Hospital,Debra Marcos,Ethiopia
VMMC &amp; Safdarjang Hospital,New Delhi,India
Universitätsklinikum Frankfurt,Frankfurt am Main,Germany
First Affiliated Hospital of Zhengzhou University,Zhengzhou,China
"Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences &amp; Peking Union Medical College",Beijing,China
Faculty of Pharmacy,Cairo,Egypt
Yellow River Conservancy Technical Institute,Kaifeng,China
Sun Yat-Sen University,Guangzhou,China
Macau University of Science and Technology,Taipa,Macao
Babol University of Medical Sciences,Babol,Iran
General Hospital of People's Liberation Army,Beijing,China
Zhejiang Business College,Hangzhou,China
Teaching (General) Hospital-Peradeniya,Peradeniya,Sri Lanka
The Islamia University of Bahawalpur,Bahawalpur,Pakistan
The Children's Hospital of Philadelphia,Philadelphia,United States
Mansoura University,Mansoura,Egypt
"Università degli Studi di Udine, Dipartimento di Area Medica",Udine,Italy
Veterinarmedizinische Universitat Wien,Vienna,Austria
Fujian University of Traditional Chinese Medicine,Fuzhou,China
Shandong University,Jinan,China
Ludong University,Yantai,China
Hubei Agricultural Bioinformatics Key Laboratory,Wuhan,China
NASA Glenn Research Center,Cleveland,United States
National Institute of Technology Nagaland,Dimapur,India
Royal College of Surgeons in Ireland,Dublin,Ireland
Qom University of Medical Sciences and Health Services,Qom,Iran
Location VU Medical Center,Amsterdam,Netherlands
National Institutes of Health,Islamabad,Pakistan
Hannover Medical School,Hannover,Germany
Zhengzhou University,Zhengzhou,China
College of Medicine,Charleston,United States
Siddhi Memorial Hospital,Bhaktapur,Nepal
Shaoxing Second Hospital,Shaoxing,China
University of Health Sciences,Istanbul,Turkey
Guangzhou Medical University,Guangzhou,China
China Resources &amp; Wisco General Hospital,Wuhan,China
Kwame Nkrumah University of Science &amp; Technology,Kumasi,Ghana
The Catholic University of Korea Yeouido St. Mary's Hospital,Seoul,South Korea
Tohoku University Hospital,Sendai,Japan
Kabale University,Kabale,Uganda
Faculty of Medicine,Beni Suef,Egypt
"Chitkara University, Punjab",Rajpura,India
University of Minnesota Medical School,Minneapolis,United States
Guangdong Medical University,Zhanjiang,China
Vidyasagar University,Midnapore,India
Aja University of Medical Sciences,Tehran,Iran
Faculty of Pharmacy,El Shorouk,Egypt
Instituto Nacional de Infectologia Evandro Chagas (INI),Rio de Janeiro,Brazil
Shanxi Medical University,Taiyuan,China
Affiliated Hospital of Nankai University,Tianjin,China
Università degli studi Magna Graecia di Catanzaro,Catanzaro,Italy
Universitat de Barcelona,Barcelona,Spain
Shandong First Medical University &amp; Shandong Academy of Medical Sciences,Jinan,China
The Aga Khan University,Karachi,Pakistan
Guji Zone Health Office,Negelle Borena,Ethiopia
Xi'an Jiaotong University,Xi'an,China
"Islamic Azad University, North Tehran Branch",Tehran,Iran
Fukuoka Nursing College,Fukuoka,Japan
University of Florida College of Medicine,Gainesville,United States
Universitetet i Agder,Kristiansand,Norway
Primeasia University,Dhaka,Bangladesh
Centre Henri Becquerel,Rouen,France
Xuzhou Medical University,Xuzhou,China
First People's Hospital of Foshan,Foshan,China
Guizhou University,Guiyang,China
Universidad Cooperativa de Colombia,Medellin,Colombia
University of South Florida Health,Tampa,United States
Aichi Medical University,Nagakute,Japan
The University of Texas MD Anderson Cancer Center,Houston,United States
Babol University of Medical Sciences,Babol,Iran
Al-Qasim Green University,Babylon,Iraq
University of Florida College of Medicine,Gainesville,United States
Ottawa Hospital Research Institute,Ottawa,Canada
Universiteit Maastricht,Maastricht,Netherlands
Faculty of Medicine,Sohag,Egypt
Case Western Reserve University,Cleveland,United States
Centro de Investigación Biomédica en Red de Enfermedades Infecciosas,Madrid,Spain
Università degli studi di Bari Aldo Moro,Bari,Italy
Faculty of Medicine,Beni Suef,Egypt
Chung-Ang University,Seoul,South Korea
Prospective and Cooperation,Marseille,France
Thomas Jefferson University,Philadelphia,United States
Northern Jiangsu People's Hospital,Yangzhou,China
Anhui Medical University,Hefei,China
UNC School of Medicine,Chapel Hill,United States
Hebei Medical University,Shijiazhuang,China
Université Joseph Ki-Zerbo,Ouagadougou,Burkina Faso
Jichi Medical University,Kawachi District,Japan
Universidad Miguel Hernández de Elche,Elche,Spain
CHU de Québec-Université Laval,Quebec,Canada
University of Health Sciences,Istanbul,Turkey
First Affiliated Hospital of Zhengzhou University,Zhengzhou,China
Bannari Amman Institute of Technology,Sathyamangalam,India
Ilam University of Medical Sciences,Ilam,Iran
Njala University,Freetown,Sierra Leone
Gannan Medical College,Ganzhou,China
Southern Medical University,Guangzhou,China
